"","Object","velocity","orbits","size"
"1378","(2008 SW11)",8.10862105263158,19,340
"1379","(2008 SW150)",10.75948,5,710
"1380","(2008 SY150)",7.068,1,68
"1381","(2008 SZ150)",5.459875,8,100
"1382","(2008 TA)",9.7526,1,100
"1383","(2008 TA4)",5.54693333333333,3,57
"1384","(2008 TB27)",12.90995,4,1200
"1385","(2008 TC2)",6.43146666666667,12,130
"1386","(2008 TC4)",9.38715428571429,35,300
"1387","(2008 TD)",6.17933333333333,3,49
"1388","(2008 TD2)",4.70952,10,260
"1389","(2008 TD27)",9.9138,1,590
"1390","(2008 TE157)",5.29686666666667,3,430
"1391","(2008 TE4)",4.8918,1,90
"1392","(2008 TF)",11.2964,2,250
"1393","(2008 TK157)",2.5854,1,450
"1394","(2008 TM10)",13.0138,2,940
"1395","(2008 TP26)",7.20628695652174,23,99
"1396","(2008 TR10)",3.937,4,490
"1397","(2008 TT26)",4.59154285714286,7,110
"1398","(2008 TV25)",6.48342857142857,7,590
"1399","(2008 TZ)",6.95392,5,49
"1400","(2008 UA202)",2.3963,2,7.8
"1401","(2008 UB95)",5.372176,25,68
"1402","(2008 UC202)",2.6226,1,13
"1403","(2008 UD95)",2.7466,1,45
"1404","(2008 UE1)",4.2129,2,86
"1405","(2008 UE7)",6.355,10,490
"1406","(2008 UG7)",12.8815333333333,6,340
"1407","(2008 UN3)",9.6007,4,240
"1408","(2008 UR)",3.162,1,25
"1409","(2008 UR2)",4.526,1,24
"1410","(2008 US4)",9.5356,3,390
"1411","(2008 UU1)",15.4018333333333,6,620
"1412","(2008 UV91)",8.7172,1,620
"1413","(2008 UW91)",11.2999428571429,21,280
"1414","(2008 UX)",13.8318736842105,19,430
"1415","(2008 VA15)",4.29935555555556,9,110
"1416","(2008 VA4)",5.0282,1,62
"1417","(2008 VC)",5.7474,1,25
"1418","(2008 VH)",3.0473,2,590
"1419","(2008 VR4)",8.14742,20,150
"1420","(2008 WB59)",9.67975,8,820
"1421","(2008 WD14)",5.766,1,160
"1422","(2008 WH60)",4.5105,2,390
"1423","(2008 WK)",3.18502857142857,7,140
"1424","(2008 WK60)",4.84426666666667,3,200
"1425","(2008 WL)",7.75,4,270
"1426","(2008 WL64)",19.9392,2,1100
"1427","(2008 WM61)",4.09888888888889,9,28
"1428","(2008 WO2)",4.93675,4,6.5
"1429","(2008 WS62)",6.5441,2,54
"1430","(2008 WT62)",8.1735375,16,140
"1431","(2008 WX32)",10.3333333333333,3,990
"1432","(2008 WY32)",11.9257,2,210
"1433","(2008 WY94)",3.76464,5,45
"1434","(2008 WZ94)",16.8826,2,540
"1435","(2008 XB1)",8.90272307692308,13,390
"1436","(2008 XM1)",16.0983,6,240
"1437","(2008 XN)",7.6322,1,310
"1438","(2008 XQ2)",7.44124,5,520
"1439","(2008 XW2)",12.5002333333333,18,430
"1440","(2008 YB29)",7.6694,1,43
"1441","(2008 YC3)",4.49293333333333,6,52
"1442","(2008 YE29)",8.0042,1,490
"1443","(2008 YE30)",15.0784,1,340
"1444","(2008 YF)",9.455,1,390
"1445","(2008 YF30)",5.9458,1,75
"1446","(2008 YG29)",5.2576,1,90
"1447","(2008 YG3)",4.7926,1,240
"1448","(2008 YJ3)",12.3545333333333,6,540
"1449","(2008 YM2)",4.7244,1,94
"1450","(2008 YN2)",3.5929,2,33
"1451","(2008 YR27)",13.6258285714286,7,1400
"1452","(2008 YS27)",5.28395,8,340
"1453","(2008 YX32)",7.59913333333333,6,410
"1454","(2008 YZ32)",13.4726,11,570
"1455","(2009 AK)",11.284,1,680
"1456","(2009 BC11)",7.62688571428571,7,210
"1457","(2009 BC58)",2.1018,3,1000
"1458","(2009 BD)",2.16025714285714,14,14
"1459","(2009 BD77)",6.95696363636364,22,490
"1460","(2009 BE58)",11.2394928571429,28,270
"1461","(2009 BE81)",7.2416,6,380
"1462","(2009 BF2)",4.5322,6,39
"1463","(2009 BG)",6.262,1,47
"1464","(2009 BH2)",10.4926545454545,11,200
"1465","(2009 BJ2)",5.56044615384615,26,23
"1466","(2009 BJ58)",14.86698,10,900
"1467","(2009 BK2)",5.6296,2,52
"1468","(2009 BL71)",5.28966896551724,29,230
"1469","(2009 BM58)",6.4728,1,86
"1470","(2009 BO58)",10.37229,20,250
"1471","(2009 BQ5)",14.7064,1,140
"1472","(2009 BW2)",2.92783076923077,26,57
"1473","(2009 CA2)",13.5129,2,1100
"1474","(2009 CC3)",6.3178,3,900
"1475","(2009 CD)",8.24527058823529,17,170
"1476","(2009 CO5)",2.4304,2,260
"1477","(2009 CQ1)",4.185,1,430
"1478","(2009 CR2)",12.0745,2,2700
"1479","(2009 CR4)",4.61176666666667,6,280
"1480","(2009 CR5)",5.197336,25,230
"1481","(2009 CS)",8.00854,10,680
"1482","(2009 CS1)",7.10689090909091,11,340
"1483","(2009 CT)",12.0679555555556,9,710
"1484","(2009 CT1)",3.937,1,86
"1485","(2009 CT5)",19.1456,5,1000
"1486","(2009 CV)",2.54004210526316,19,82
"1487","(2009 DA43)",4.27091428571429,7,71
"1488","(2009 DB1)",7.8554,2,160
"1489","(2009 DB12)",15.0846,1,310
"1490","(2009 DB43)",3.2302,7,30
"1491","(2009 DC1)",6.29093333333333,3,94
"1492","(2009 DD45)",5.6203,4,41
"1493","(2009 DF1)",2.0646,2,450
"1494","(2009 DH39)",20.24455,4,1000
"1495","(2009 DL46)",4.79105,8,240
"1496","(2009 DM45)",9.8828,1,330
"1497","(2009 DO1)",4.4671,2,140
"1498","(2009 DO111)",5.43012173913043,23,160
"1499","(2009 DQ4)",7.378,3,340
"1500","(2009 DR3)",7.51378,10,300
"1501","(2009 DR36)",6.71873333333333,3,470
"1502","(2009 DT10)",8.52872,10,160
"1503","(2009 DZ42)",5.9458,2,710
"1504","(2009 EF3)",7.07833333333333,3,300
"1505","(2009 EG3)",12.3442,1,330
"1506","(2009 EH1)",8.43613333333333,3,16
"1507","(2009 EH3)",7.223,1,86
"1508","(2009 EM1)",7.3222,4,160
"1509","(2009 EP2)",10.6764,12,280
"1510","(2009 FE)",7.94574285714286,7,330
"1511","(2009 FE19)",5.21833333333333,3,25
"1512","(2009 FF)",7.56829230769231,13,260
"1513","(2009 FH)",5.86272,5,28
"1514","(2009 FH44)",6.90414285714286,7,170
"1515","(2009 FL25)",12.524,1,780
"1516","(2009 FO32)",12.1086,3,43
"1517","(2009 FP32)",11.3088,1,17
"1518","(2009 FU23)",6.52299047619048,21,590
"1519","(2009 FU4)",8.3731,2,1600
"1520","(2009 FV4)",18.755,3,1200
"1521","(2009 FW25)",6.14885,4,120
"1522","(2009 FW4)",8.6552,1,71
"1523","(2009 FX4)",4.7864,1,49
"1524","(2009 FY4)",9.0903625,16,380
"1525","(2009 HA21)",14.5688727272727,11,410
"1526","(2009 HB)",7.7128,2,1500
"1527","(2009 HC)",2.71436,5,68
"1528","(2009 HC21)",7.13558,10,220
"1529","(2009 HD21)",10.52295,4,1400
"1530","(2009 HD82)",9.32583333333333,18,280
"1531","(2009 HE)",16.7968333333333,6,330
"1532","(2009 HE60)",5.73469,20,45
"1533","(2009 HG)",2.57469090909091,11,90
"1534","(2009 HG21)",7.34886,10,59
"1535","(2009 HK73)",5.68695,4,33
"1536","(2009 HL21)",7.316,6,190
"1537","(2009 HM82)",8.0352,1,180
"1538","(2009 HS2)",16.4196666666667,6,250
"1539","(2009 HU44)",12.3969,8,180
"1540","(2009 HV2)",8.74763636363636,11,330
"1541","(2009 HV58)",17.8932,1,710
"1542","(2009 HV77)",4.8794,5,430
"1543","(2009 HX51)",7.85385,4,380
"1544","(2009 HZ67)",8.2894,1,340
"1545","(2009 JF1)",17.143,2,23
"1546","(2009 JM1)",10.788,3,140
"1547","(2009 JR)",6.72886,10,310
"1548","(2009 JR2)",6.975,9,160
"1549","(2009 KE3)",11.7315272727273,11,1300
"1550","(2009 KK)",9.38237142857143,7,470
"1551","(2009 KK8)",7.77376666666667,6,1100
"1552","(2009 KQ4)",2.1421,4,490
"1553","(2009 KR4)",5.8838,1,59
"1554","(2009 KT21)",2.21133333333333,3,650
"1555","(2009 KW2)",3.99125,4,28
"1556","(2009 KY1)",4.46028,5,110
"1557","(2009 LD)",4.6376,4,34
"1558","(2009 LQ1)",1.2028,2,240
"1559","(2009 LU2)",11.8234,1,180
"1560","(2009 LW2)",12.0398363636364,11,680
"1561","(2009 MC9)",4.1261,2,1400
"1562","(2009 ME9)",12.0201090909091,11,340
"1563","(2009 MN8)",5.5366,1,170
"1564","(2009 MU)",10.6826,1,71
"1565","(2009 MW)",7.67596470588235,17,410
"1566","(2009 MX6)",5.84195,4,860
"1567","(2009 NH)",4.13746666666667,3,1100
"1568","(2009 OC)",2.5172,1,570
"1569","(2009 OC3)",4.4144,1,210
"1570","(2009 OF)",7.6849,2,300
"1571","(2009 OP9)",6.5348,2,860
"1572","(2009 OS5)",2.13383333333333,12,75
"1573","(2009 OY7)",9.5046,1,65
"1574","(2009 PC)",7.1238,1,140
"1575","(2009 PQ1)",9.486,3,190
"1576","(2009 PY)",8.7234,9,360
"1577","(2009 QC)",5.4374,1,210
"1578","(2009 QC36)",6.03136,5,240
"1579","(2009 QE34)",4.65372,5,110
"1580","(2009 QJ9)",8.8908,1,820
"1581","(2009 QZ34)",5.8528,5,190
"1582","(2009 RD4)",9.07886666666667,6,470
"1583","(2009 RN)",5.4808,2,620
"1584","(2009 RT1)",2.6815,2,110
"1585","(2009 RV1)",6.96156666666667,6,250
"1586","(2009 RY3)",12.4496,1,71
"1587","(2009 SA100)",6.2682,1,99
"1588","(2009 SB)",18.7767,2,470
"1589","(2009 SB100)",4.0486,2,110
"1590","(2009 SB15)",10.8314,7,450
"1591","(2009 SB170)",17.1027,6,410
"1592","(2009 SG18)",21.2846,1,1600
"1593","(2009 SH2)",2.77473846153846,13,62
"1594","(2009 SJ15)",6.3798,1,140
"1595","(2009 SJ18)",4.52245714285714,7,71
"1596","(2009 SK104)",5.8838,3,780
"1597","(2009 SK15)",5.797,1,52
"1598","(2009 SL104)",6.53635,4,120
"1599","(2009 SL2)",8.3514,3,230
"1600","(2009 SM104)",7.70195,4,110
"1601","(2009 SN103)",5.56605,4,18
"1602","(2009 ST19)",7.1703,6,1300
"1603","(2009 SU)",4.2997,2,170
"1604","(2009 SU171)",9.2132,1,120
"1605","(2009 SV17)",4.40406666666667,3,780
"1606","(2009 SV171)",6.1318,1,680
"1607","(2009 SV19)",4.3834,1,38
"1608","(2009 SW)",3.27773333333333,3,230
"1609","(2009 SW17)",8.1499,8,620
"1610","(2009 SW19)",21.6557142857143,7,750
"1611","(2009 SY)",8.203375,8,160
"1612","(2009 SZ99)",7.2044,17,750
"1613","(2009 TA1)",11.9846,7,570
"1614","(2009 TC8)",8.26046666666667,6,1000
"1615","(2009 TD17)",4.3028,1,17
"1616","(2009 TD8)",6.5348,1,25
"1617","(2009 TF10)",2.883,4,230
"1618","(2009 TH8)",10.1804,1,62
"1619","(2009 TJ4)",3.7634,2,36
"1620","(2009 TK12)",9.18034,10,450
"1621","(2009 TK8)",8.99442857142857,14,540
"1622","(2009 TL4)",2.9109,2,300
"1623","(2009 TN8)",5.3537,2,86
"1624","(2009 TP)",4.7616,2,110
"1625","(2009 UA)",3.3046,1,110
"1626","(2009 UC19)",6.67570909090909,22,57
"1627","(2009 UD)",2.77946,10,22
"1628","(2009 UD2)",4.40944,10,220
"1629","(2009 UE2)",7.03493333333333,15,540
"1630","(2009 UF2)",5.6606,2,78
"1631","(2009 UG)",6.66630526315789,38,130
"1632","(2009 UK)",4.44788,5,620
"1633","(2009 UK20)",4.27645,8,33
"1634","(2009 UM)",8.98752,5,430
"1635","(2009 UP1)",7.79428571428571,7,650
"1636","(2009 UQ)",9.4178,1,270
"1637","(2009 UQ5)",4.42266666666667,3,86
"1638","(2009 UR5)",5.9892,1,43
"1639","(2009 UU1)",8.3514,1,68
"1640","(2009 UX19)",18.2466,5,990
"1641","(2009 UX87)",4.76366666666667,3,52
"1642","(2009 UY17)",13.0076,1,390
"1643","(2009 UY19)",3.46770769230769,13,120
"1644","(2009 UZ17)",6.8262,1,200
"1645","(2009 UZ87)",3.06409166666667,24,39
"1646","(2009 VA1)",13.1460666666667,3,1000
"1647","(2009 VA26)",13.9562,7,430
"1648","(2009 VN1)",8.49503333333333,18,86
"1649","(2009 VS25)",5.68451428571429,21,78
"1650","(2009 VT)",6.30394117647059,17,220
"1651","(2009 VW)",11.02515,12,280
"1652","(2009 VY25)",2.6567,2,750
"1653","(2009 VZ)",5.67565714285714,7,330
"1654","(2009 WA)",9.71977647058823,17,340
"1655","(2009 WB105)",11.9056909090909,33,120
"1656","(2009 WB11)",6.2186,1,49
"1657","(2009 WC54)",6.42449166666667,24,90
"1658","(2009 WD11)",10.2982,11,240
"1659","(2009 WD54)",5.13515,4,12
"1660","(2009 WF)",7.2912,8,650
"1661","(2009 WF106)",16.8509111111111,9,650
"1662","(2009 WG7)",3.999,1,28
"1663","(2009 WH106)",6.27285,4,180
"1664","(2009 WJ6)",11.036,1,20
"1665","(2009 WK6)",7.51233333333333,6,820
"1666","(2009 WM1)",9.0892,10,490
"1667","(2009 WM105)",4.36066666666667,6,150
"1668","(2009 WN8)",7.63426666666667,6,54
"1669","(2009 WP106)",4.0424,1,54
"1670","(2009 WP25)",18.0606,2,710
"1671","(2009 WQ6)",7.52863703703704,27,8.6
"1672","(2009 WR25)",12.2578428571429,14,280
"1673","(2009 WR52)",3.1806,1,13
"1674","(2009 WV25)",8.62563076923077,13,94
"1675","(2009 WV51)",8.6056,1,23
"1676","(2009 WW104)",7.30448571428571,14,190
"1677","(2009 WW25)",4.6748,2,430
"1678","(2009 WW7)",6.22568571428571,7,9.9
"1679","(2009 WY7)",9.25815,12,90
"1680","(2009 WZ7)",14.4714888888889,9,650
"1681","(2009 XP2)",3.74945,8,54
"1682","(2009 XQ1)",7.8492,4,210
"1683","(2009 XV)",9.2194,1,380
"1684","(2009 YF)",3.77115,12,68
"1685","(2009 YR)",3.58205,4,15
"1686","(2009 YS)",3.7014,2,52
"1687","(2009 YV6)",5.17576,5,390
"1688","(2010 AE30)",6.0078,1,110
"1689","(2010 AF)",10.3974,2,59
"1690","(2010 AF3)",4.6283,2,36
"1691","(2010 AF30)",6.23813,20,270
"1692","(2010 AF40)",8.38612,5,59
"1693","(2010 AG40)",10.8376,10,240
"1694","(2010 AG79)",11.222,1,620
"1695","(2010 AJ)",4.3462,1,540
"1696","(2010 AJ3)",9.1233,2,75
"1697","(2010 AJ30)",5.69711111111111,9,170
"1698","(2010 AK)",6.98244,10,750
"1699","(2010 AL)",5.39648,5,180
"1700","(2010 AL30)",5.81778823529412,17,22
"1701","(2010 AL60)",5.4808,1,200
"1702","(2010 AM2)",10.2734,1,110
"1703","(2010 AN2)",6.3953,2,220
"1704","(2010 AN61)",2.96773333333333,3,24
"1705","(2010 AO2)",8.62774285714286,7,180
"1706","(2010 AO60)",5.984488,25,260
"1707","(2010 AR1)",5.3878,1,41
"1708","(2010 BK2)",7.66339375,32,240
"1709","(2010 CB19)",6.11113333333333,3,75
"1710","(2010 CB55)",8.6385375,16,170
"1711","(2010 CC55)",7.16675714285714,14,190
"1712","(2010 CD55)",4.10824827586207,29,130
"1713","(2010 CE55)",3.89732,10,220
"1714","(2010 CH55)",3.27891428571429,7,710
"1715","(2010 CJ171)",5.58124,5,360
"1716","(2010 CJ18)",5.26132,5,26
"1717","(2010 CK19)",3.725425,8,16
"1718","(2010 CL18)",6.9812,1,1300
"1719","(2010 CN141)",9.6038,1,200
"1720","(2010 CN44)",9.23645,4,710
"1721","(2010 CO44)",5.15357777777778,9,71
"1722","(2010 CP140)",8.0166,6,750
"1723","(2010 CT)",14.67385,8,540
"1724","(2010 DH77)",14.7622,1,310
"1725","(2010 DO)",15.8596,10,270
"1726","(2010 EC135)",3.9618,1,570
"1727","(2010 ED43)",17.6407714285714,7,650
"1728","(2010 EF21)",12.68148,5,1200
"1729","(2010 EG21)",5.5335,2,78
"1730","(2010 EJ43)",8.60596470588235,17,380
"1731","(2010 EK43)",12.9848666666667,9,280
"1732","(2010 EK44)",12.4434,5,650
"1733","(2010 EX11)",3.80611111111111,18,90
"1734","(2010 FA81)",5.53866666666667,9,210
"1735","(2010 FC)",3.5774,1,94
"1736","(2010 FE7)",7.5082,1,110
"1737","(2010 FF10)",7.64046666666667,3,270
"1738","(2010 FK)",4.74469090909091,11,100
"1739","(2010 FL48)",8.69682857142857,7,220
"1740","(2010 FN)",4.24493333333333,6,28
"1741","(2010 FO92)",5.62856666666667,6,590
"1742","(2010 FQ)",5.37274285714286,7,590
"1743","(2010 FT)",5.9768,1,43
"1744","(2010 FU9)",9.0241,2,25
"1745","(2010 FV9)",5.30554666666667,15,49
"1746","(2010 FW9)",5.6358,1,27
"1747","(2010 FX9)",6.45093684210526,19,86
"1748","(2010 FY80)",8.3607,2,680
"1749","(2010 FY9)",2.2754,1,27
"1750","(2010 GA34)",4.0207,8,200
"1751","(2010 GA7)",10.1897,10,330
"1752","(2010 GB6)",10.8674375,16,230
"1753","(2010 GC35)",3.37831111111111,9,71
"1754","(2010 GD35)",7.77973181818182,44,71
"1755","(2010 GE30)",3.00235,4,110
"1756","(2010 GF7)",7.4028,3,39
"1757","(2010 GH65)",9.2504,1,1000
"1758","(2010 GH7)",4.3648,1,21
"1759","(2010 GJ65)",8.16471111111111,9,360
"1760","(2010 GK65)",9.79186666666667,3,75
"1761","(2010 GP67)",5.0177375,16,190
"1762","(2010 GR33)",8.4506,1,180
"1763","(2010 GS7)",8.07446666666667,3,300
"1764","(2010 GT7)",9.1574,2,540
"1765","(2010 GU21)",7.49425,8,360
"1766","(2010 GV23)",4.52865714285714,14,18
"1767","(2010 GW23)",7.4028,1,94
"1768","(2010 GX23)",6.1566,1,150
"1769","(2010 GZ33)",3.8161,4,200
"1770","(2010 GZ5)",13.5408,3,160
"1771","(2010 HA)",3.05960606060606,33,99
"1772","(2010 HF)",5.52833333333333,3,34
"1773","(2010 HG20)",7.22176,10,310
"1774","(2010 HW20)",3.007,9,36
"1775","(2010 HX107)",4.58045217391304,23,110
"1776","(2010 JA)",6.05946666666667,6,24
"1777","(2010 JE)",6.3054,1,540
"1778","(2010 JF87)",10.85248,5,860
"1779","(2010 JG)",9.40643333333333,18,390
"1780","(2010 JJ41)",11.7552,1,260
"1781","(2010 JK1)",3.20002666666667,30,78
"1782","(2010 JK33)",6.9068,19,340
"1783","(2010 JL33)",11.1927714285714,7,1700
"1784","(2010 JL88)",9.7092,1,26
"1785","(2010 JM151)",8.885375,8,680
"1786","(2010 JN71)",8.7389,6,310
"1787","(2010 JO33)",6.3457,6,59
"1788","(2010 JR34)",3.40752,5,17
"1789","(2010 JT34)",16.4494857142857,7,900
"1790","(2010 JT39)",6.08050909090909,11,110
"1791","(2010 JV153)",3.3046,2,590
"1792","(2010 JV34)",9.17938181818182,11,410
"1793","(2010 JV39)",3.1062,1,110
"1794","(2010 JW34)",2.3622,2,14
"1795","(2010 KA8)",6.6247,2,310
"1796","(2010 KB61)",14.92092,10,470
"1797","(2010 KC)",9.49426666666667,3,90
"1798","(2010 KJ37)",3.96156153846154,26,99
"1799","(2010 KP10)",5.91577894736842,19,120
"1800","(2010 KR10)",10.0595,4,750
"1801","(2010 KU7)",3.875,1,220
"1802","(2010 KV39)",6.59973684210526,19,26
"1803","(2010 LF14)",4.154,2,110
"1804","(2010 LG64)",15.4752,3,540
"1805","(2010 LH14)",7.6911,2,240
"1806","(2010 LL68)",8.029,1,160
"1807","(2010 LM68)",6.10266,20,410
"1808","(2010 LU134)",12.02056,5,710
"1809","(2010 MA)",6.87166666666667,3,43
"1810","(2010 MB)",4.51867272727273,11,71
"1811","(2010 MF1)",6.14172,5,710
"1812","(2010 MH1)",6.83722222222222,9,330
"1813","(2010 MP1)",10.4448117647059,17,310
"1814","(2010 MR)",3.1062,2,1100
"1815","(2010 MS1)",4.88332666666667,30,250
"1816","(2010 MU111)",16.2977333333333,3,1100
"1817","(2010 MU112)",18.321,7,430
"1818","(2010 MY1)",4.3896,1,99
"1819","(2010 NB)",9.0582,4,150
"1820","(2010 NG1)",9.35908235294118,17,490
"1821","(2010 NH)",7.7314,2,43
"1822","(2010 NK1)",5.99658095238095,21,200
"1823","(2010 NR1)",2.76313333333333,3,260
"1824","(2010 OA)",6.228675,8,490
"1825","(2010 OB)",5.60325,4,250
"1826","(2010 OC)",8.7234,2,900
"1827","(2010 OC101)",5.89413333333333,15,430
"1828","(2010 OF101)",9.79334285714286,21,710
"1829","(2010 OH126)",7.1982,1,310
"1830","(2010 OK126)",17.5088,3,450
"1831","(2010 OL100)",11.83115,4,710
"1832","(2010 ON101)",6.024075,8,540
"1833","(2010 PK9)",10.3067517241379,58,260
"1834","(2010 PM58)",8.7885,10,390
"1835","(2010 PQ10)",8.3855,2,300
"1836","(2010 PS66)",5.3692,1,57
"1837","(2010 PU66)",8.78075,4,220
"1838","(2010 PW58)",5.8032,17,270
"1839","(2010 QA5)",12.5612,1,190
"1840","(2010 QE2)",24.552,2,2100
"1841","(2010 RA147)",8.3948,6,820
"1842","(2010 RC130)",7.285,4,220
"1843","(2010 RE)",4.1726,4,19
"1844","(2010 RF12)",3.58758571428571,14,14
"1845","(2010 RF181)",4.8174,1,430
"1846","(2010 RF42)",5.0406,1,57
"1847","(2010 RG137)",5.6637,2,380
"1848","(2010 RG42)",6.179075,8,360
"1849","(2010 RJ4)",3.88275,4,94
"1850","(2010 RJ43)",9.19032413793103,29,110
"1851","(2010 RK64)",7.1207,6,380
"1852","(2010 RL42)",2.0026,1,180
"1853","(2010 RM80)",4.0114,3,16
"1854","(2010 RM82)",9.57457142857143,7,39
"1855","(2010 RN80)",6.6092,2,540
"1856","(2010 RP80)",3.9866,2,410
"1857","(2010 RR179)",4.8701,2,340
"1858","(2010 RS180)",3.7696,4,430
"1859","(2010 RS80)",7.1672,1,30
"1860","(2010 RT80)",4.216,1,150
"1861","(2010 RX30)",6.12608947368421,38,23
"1862","(2010 SA12)",3.2364,1,380
"1863","(2010 SA17)",10.1556,1,780
"1864","(2010 SC41)",9.1326,10,650
"1865","(2010 SD13)",4.91246666666667,3,1000
"1866","(2010 SF)",4.1788,2,49
"1867","(2010 SJ)",4.50223333333333,18,100
"1868","(2010 ST16)",5.1212,1,130
"1869","(2010 SX11)",4.49086666666667,12,65
"1870","(2010 TA55)",5.1088,2,240
"1871","(2010 TB54)",4.5074,1,26
"1872","(2010 TC47)",3.0318,2,490
"1873","(2010 TC55)",8.401,1,520
"1874","(2010 TD)",11.2406,1,26
"1875","(2010 TE)",5.77633333333333,3,38
"1876","(2010 TE55)",2.63169333333333,15,15
"1877","(2010 TF54)",6.97086666666667,3,680
"1878","(2010 TJ7)",7.19406666666667,3,680
"1879","(2010 TK)",6.7549,2,52
"1880","(2010 TK19)",5.01823571428571,28,62
"1881","(2010 TM4)",6.138,1,180
"1882","(2010 TP54)",6.19586666666667,3,270
"1883","(2010 TP55)",8.51053333333333,3,470
"1884","(2010 TQ54)",7.4524,2,78
"1885","(2010 TS149)",8.3452,2,590
"1886","(2010 TU149)",16.6104888888889,9,430
"1887","(2010 TU5)",12.0734666666667,3,990
"1888","(2010 TV149)",8.56795714285714,14,1100
"1889","(2010 TW54)",4.996425,8,18
"1890","(2010 TX168)",12.0736545454545,11,590
"1891","(2010 TX54)",11.4483,2,390
"1892","(2010 UC)",2.5358,7,20
"1893","(2010 UD)",9.86482,20,380
"1894","(2010 UD8)",2.7559,4,71
"1895","(2010 UE51)",1.61303333333333,6,13
"1896","(2010 UE7)",13.5366666666667,6,860
"1897","(2010 UF7)",6.5782,5,820
"1898","(2010 UJ7)",5.7381,6,49
"1899","(2010 UK)",5.1274,7,26
"1900","(2010 UK8)",10.83512,5,620
"1901","(2010 UL8)",6.5906,2,110
"1902","(2010 UM7)",9.02875,8,18
"1903","(2010 UP)",3.39264,20,68
"1904","(2010 UQ7)",7.9794,8,570
"1905","(2010 UX6)",6.572,1,140
"1906","(2010 UX7)",3.6363,4,360
"1907","(2010 UY6)",9.6596,1,570
"1908","(2010 UY7)",3.18266666666667,3,12
"1909","(2010 VA12)",21.8650153846154,13,750
"1910","(2010 VA76)",2.4056,1,94
"1911","(2010 VB)",5.96574782608696,23,45
"1912","(2010 VB1)",4.92342,10,140
"1913","(2010 VC140)",5.1305,2,16
"1914","(2010 VD1)",6.9006,4,230
"1915","(2010 VD72)",6.9970875,16,310
"1916","(2010 VE)",7.28458666666667,15,680
"1917","(2010 VG1)",9.20638,10,450
"1918","(2010 VK139)",8.812525,8,110
"1919","(2010 VO)",3.78406666666667,3,99
"1920","(2010 VO1)",6.5596,1,36
"1921","(2010 VO21)",5.4994,1,11
"1922","(2010 VP21)",8.57584,5,120
"1923","(2010 VQ)",2.50066666666667,3,17
"1924","(2010 VQ21)",2.85975,4,220
"1925","(2010 VQ98)",1.59133333333333,3,14
"1926","(2010 VT11)",10.9889833333333,12,300
"1927","(2010 VW98)",4.7957,2,190
"1928","(2010 VX139)",7.43088235294118,17,470
"1929","(2010 VY71)",5.9644,1,75
"1930","(2010 VZ)",6.53852,5,820
"1931","(2010 VZ11)",5.0034,2,45
"1932","(2010 WB)",5.1181,2,90
"1933","(2010 WB3)",16.6362909090909,11,620
"1934","(2010 WB9)",6.0419,2,94
"1935","(2010 WC1)",3.2736,2,17
"1936","(2010 WC9)",8.20294444444444,18,110
"1937","(2010 WD9)",5.1677,4,110
"1938","(2010 WF3)",5.41363333333333,12,390
"1939","(2010 WG3)",5.389784,25,160
"1940","(2010 WQ7)",5.8714,1,1400
"1941","(2010 WR7)",4.69286857142857,35,120
"1942","(2010 WS)",6.03525714285714,7,62
"1943","(2010 WT)",3.7758,5,130
"1944","(2010 WT8)",5.363,25,250
"1945","(2010 WU8)",4.64018333333333,12,86
"1946","(2010 WZ8)",5.7288,5,430
"1947","(2010 XA11)",10.0874,1,36
"1948","(2010 XA68)",19.0609882352941,17,250
"1949","(2010 XB11)",10.8649259259259,27,620
"1950","(2010 XB24)",8.37652631578947,19,260
"1951","(2010 XC11)",18.5721,2,1100
"1952","(2010 XC15)",6.83322666666667,15,310
"1953","(2010 XC25)",8.18193333333333,15,390
"1954","(2010 XD25)",13.1426714285714,14,430
"1955","(2010 XE25)",4.1478,1,330
"1956","(2010 XF3)",3.02168421052632,19,78
"1957","(2010 XG3)",3.3232,2,260
"1958","(2010 XH)",6.1566,1,110
"1959","(2010 XJ)",8.4723,2,680
"1960","(2010 XJ3)",8.42373333333333,15,340
"1961","(2010 XL56)",7.8616,1,300
"1962","(2010 XN)",5.16184444444444,18,86
"1963","(2010 XP69)",6.01296666666667,6,310
"1964","(2010 XQ69)",8.339,27,140
"1965","(2010 XR69)",9.68564,5,49
"1966","(2010 XU10)",3.61666666666667,3,20
"1967","(2010 XW58)",4.6965,6,62
"1968","(2010 XX72)",5.98042926829268,41,230
"1969","(2010 XZ)",7.1052,2,520
"1970","(2010 XZ72)",4.9228,2,680
"1971","(2010 YB)",6.45265,8,430
"1972","(2010 YC1)",8.54182857142857,7,330
"1973","(2010 YH)",8.0414,3,590
"1974","(2010 YO)",9.38556,5,71
"1975","(2010 YR)",6.92075,4,99
"1976","(2011 AA23)",4.15754285714286,7,100
"1977","(2011 AA37)",1.3206,1,160
"1978","(2011 AB3)",4.28750666666667,15,120
"1979","(2011 AC3)",11.83146,10,200
"1980","(2011 AH5)",6.42816,15,38
"1981","(2011 AM24)",4.07185,12,470
"1982","(2011 AN37)",5.5118,1,36
"1983","(2011 AO52)",6.5968,3,1400
"1984","(2011 AR26)",10.5172666666667,6,520
"1985","(2011 AU4)",4.619,1,39
"1986","(2011 AW55)",11.9629,4,470
